AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
5275,2106,Reva Khalsa,35,F,A4
5276,2107,Gaurav Ahuja,43,M,A1
5277,2108,Siddharth Yogi,38,M,A1
5278,2109,Oscar Gaba,39,M,A1
5279,2109,Farhan Bedi,18,M,A2
5280,2109,Ekansh Bains,61,M,A3
5281,2110,Gauri Divan,42,F,A1
5282,2110,Viraj Andra,63,M,A2
5283,2110,Gaurangi Vig,41,F,A3
5284,2111,Zashil Mutti,37,M,A1
5285,2111,Bishakha Iyer,33,F,A2
5286,2112,Wyatt Devi,35,M,A1
5287,2112,Om Bahri,60,M,A2
5288,2112,Ekavir Bera,33,M,A3
5289,2113,Nathan Savant,32,M,A1
5290,2113,Elijah Bhattacharyya,22,M,A2
5291,2114,Fariq Rajagopal,41,M,A1
5292,2114,Lakshit Prashad,53,M,A2
5293,2114,Imaran Chaudhary,41,M,A3
5294,2114,Dev D’Alia,32,M,A4
5295,2115,Agastya Suri,62,M,A1
5296,2115,Onkar Venkatesh,29,M,A2
5297,2115,Praneel Tailor,62,M,A3
5298,2116,Wahab Verma,27,M,A1
5299,2116,Ekansh Arya,53,M,A2
5300,2116,Veer Talwar,56,M,A3
5301,2116,Jeremiah Kala,21,M,A4
5302,2117,Jonathan Venkatesh,25,M,A1
5303,2117,Yatin Lanka,41,M,A2
5304,2117,Sai Thakkar,37,M,A3
5305,2118,Darpan Sem,61,M,A1
5306,2118,Azaan Chandran,50,M,A2
5307,2119,William Pall,22,M,A1
5308,2119,Upkaar Pall,35,M,A2
5309,2119,Imaran Borra,65,M,A3
5310,2119,Darsh Parmar,65,M,A4
5311,2120,Girish Sane,41,M,A1
5312,2120,Nachiket Atwal,36,M,A2
5313,2121,Aarush D’Alia,27,M,A1
5314,2121,Agastya Bahl,40,M,A2
5315,2122,Advaith Wagle,58,M,A1
5316,2123,Victor Bhandari,17,M,A1
5317,2123,Timothy Ravi,34,M,A2
5318,2123,Ojas Minhas,45,M,A3
5319,2123,Anirudh Zachariah,54,M,A4
5320,2124,Abdul Hegde,56,M,A1
5321,2125,Finn Bir,21,M,A1
5322,2126,Agastya Mohanty,35,M,A1
5323,2126,Abhiram Venkatesh,26,M,A2
5324,2126,Dominic Reddy,65,M,A3
5325,2126,Lucky Saini,65,M,A4
5326,2127,Ayaan Tata,39,M,A1
5327,2127,Michael Kannan,16,M,A2
5328,2127,Fiyaz Chaudhry,65,M,A3
5329,2127,Rohan Kashyap,47,M,A4
5330,2128,Hardik Sunder,32,M,A1
5331,2129,Zayan Dhar,43,M,A1
5332,2129,Devansh Kohli,51,M,A2
5333,2130,Pavani Manda,28,F,A1
5334,2130,Mitesh Kadakia,57,M,A2
5335,2131,Pranav Nanda,53,M,A1
5336,2131,Peter Munshi,48,M,A2
5337,2131,Ishwar Patil,63,M,A3
5338,2131,Tejas Padmanabhan,63,M,A4
5339,2132,Balendra Gulati,34,M,A1
5340,2133,Warinder Mahal,57,M,A1
5341,2133,Jeet Datta,42,M,A2
5342,2134,Dominic Agate,35,M,A1
5343,2134,Ekapad Grewal,34,M,A2
5344,2135,Ekbal Keer,41,M,A1
5345,2135,Aayush Karpe,47,M,A2
5346,2136,Ekapad Vohra,29,M,A1
5347,2136,Ayushman Golla,31,M,A2
5348,2136,Alexander Bhardwaj,16,M,A3
5349,2136,Ekaraj Bhat,62,M,A4
5350,2137,Dakshesh Balasubramanian,62,M,A1
5351,2138,Chatura Bajwa,63,M,A1
5352,2138,Yug Som,41,M,A2
5353,2138,Om Guha,41,M,A3
5354,2139,Jairaj Ramaswamy,53,M,A1
5355,2139,Wyatt Singhal,39,M,A2
5356,2139,Saksham Merchant,57,M,A3
5357,2140,Dalbir Sathe,23,M,A1
5358,2140,Warinder Dyal,31,M,A2
5359,2140,Aditya Loke,34,M,A3
5360,2140,Rudra Chakraborty,29,M,A4
5361,2141,Manan Grover,32,M,A1
5362,2141,Avi Wason,36,M,A2
5363,2141,Chanchal Butala,51,F,A3
5364,2141,Charles Som,47,M,A4
5365,2142,Nathaniel Narayan,43,M,A1
5366,2142,Umang Nagarajan,16,M,A2
5367,2143,Yachana Andra,54,F,A1
5368,2143,Jeremiah Choudhry,55,M,A2
5369,2143,Harini Iyer,29,F,A3
5370,2143,Reyansh Dutta,36,M,A4
5371,2144,Luke Brar,19,M,A1
5372,2144,Rohan Dass,27,M,A2
5373,2144,Warinder Bawa,32,M,A3
5374,2145,Jackson Bobal,20,M,A1
5375,2145,Unni Kuruvilla,22,F,A2
5376,2146,Jairaj Sankaran,25,M,A1
5377,2146,Umang Borra,39,M,A2
5378,2147,Yash Divan,37,M,A1
5379,2147,Balendra Balan,58,M,A2
5380,2147,Anirudh Chacko,58,M,A3
5381,2148,Qushi Magar,57,F,A1
5382,2149,Rachit Sundaram,47,M,A1
5383,2149,Luke Varty,26,M,A2
5384,2149,Advay Kannan,61,M,A3
5385,2150,Yuvraj Chatterjee,23,M,A1
5386,2151,Krish Sule,33,M,A1
5387,2151,Alka Som,36,F,A2
5388,2152,Jairaj Dhar,32,M,A1
5389,2153,Harrison Keer,49,M,A1
5390,2153,Yuvraj Ranganathan,18,T,A2
5391,2153,Hardik Bakshi,18,M,A3
5392,2154,Tristan Rattan,44,M,A1
5393,2154,Aryan Shere,65,M,A2
5394,2155,Reyansh Ray,50,M,A1
5395,2155,Darsh Walia,58,M,A2
5396,2156,Zashil Nori,47,M,A1
5397,2156,Chandresh Verma,54,M,A2
5398,2156,Ekavir Pingle,33,M,A3
5399,2157,Praneel Ramakrishnan,45,M,A1
5400,2157,Kevin Yogi,30,M,A2
5401,2157,Lohit Grewal,52,M,A3
5402,2158,Joshua Jani,22,M,A1
5403,2158,Ayush Iyer,65,M,A2
5404,2158,Ekavir Raju,37,M,A3
5405,2158,Samarth Kant,48,M,A4
5406,2159,Joshua Mistry,29,M,A1
5407,2159,Aarush Krishnamurthy,26,M,A2
5408,2160,Aditya Prabhakar,53,M,A1
5409,2160,Om Wagle,62,M,A2
5410,2161,Abdul Boase,40,M,A1
5411,2161,Utkarsh Swaminathan,57,M,A2
5412,2162,Robert Tata,42,M,A1
5413,2163,Teerth Raval,16,M,A1
5414,2163,Yatan Hayer,54,M,A2
5415,2164,Omkaar Sharaf,29,M,A1
5416,2164,Arin Shetty,50,T,A2
5417,2164,Veer Varghese,33,M,A3
5418,2164,Samarth Pandey,41,M,A4
5419,2165,Anirudh Gera,59,M,A1
5420,2166,Max Soni,47,M,A1
5421,2166,Ekalinga Jaggi,61,M,A2
5422,2166,Kalpit Sachar,29,M,A3
5423,2167,Faraj Batra,56,M,A1
5424,2168,Abeer Sehgal,18,M,A1
5425,2168,Praneel Sura,31,M,A2
5426,2168,Rudra Shah,65,M,A3
5427,2168,Banjeet Jhaveri,25,M,A4
5428,2169,Ishaan Minhas,54,M,A1
5429,2170,Vincent Sathe,49,M,A1
5430,2171,Frado Kata,35,M,A1
5431,2171,Reyansh Reddy,45,M,A2
5432,2171,Udant Sane,37,M,A3
5433,2171,Gavin Ahluwalia,28,M,A4
5434,2172,Patrick Tak,28,M,A1
5435,2172,Samarth Subramaniam,41,M,A2
5436,2172,Ayush Krishnan,37,M,A3
5437,2172,Alexander Randhawa,21,M,A4
5438,2173,Owen Chada,42,M,A1
5439,2173,Caleb Palan,55,M,A2
5440,2174,Tanish Oza,57,M,A1
5441,2175,Ekavir Shah,40,M,A1
5442,2175,Girish Ravel,28,M,A2
5443,2176,Kai Apte,46,M,A1
5444,2176,Upma Srivastava,57,F,A2
5445,2176,Imaran Issac,64,M,A3
5446,2177,Omkaar Bhagat,46,M,A1
5447,2177,Vincent Raju,54,M,A2
5448,2177,Reyansh Jaggi,41,M,A3
5449,2177,Kevin Chakraborty,48,M,A4
5450,2178,Nathan Bandi,28,M,A1
5451,2179,Umang Viswanathan,63,M,A1
5452,2180,Banjeet Mistry,46,M,A1
5453,2181,Gaurang Babu,17,M,A1
5454,2181,Balhaar Bajwa,22,M,A2
5455,2182,Yatin Sur,35,M,A1
5456,2182,Sathvik Nagar,21,M,A2
5457,2182,Jacob Sha,47,M,A3
5458,2182,Vincent Sagar,49,M,A4
5459,2183,Jack Natt,28,T,A1
5460,2183,Lohit Sridhar,65,M,A2
5461,2183,Zehaan Mitter,47,M,A3
5462,2183,Aarav Venkataraman,54,M,A4
5463,2184,Baljiwan Bhatia,62,M,A1
5464,2185,Ekavir Chand,59,M,A1
5465,2185,Kevin Bail,40,M,A2
5466,2185,Siddharth Sachar,30,M,A3
5467,2186,Ranbir Chaudhuri,33,M,A1
5468,2186,Rayaan Mann,25,M,A2
5469,2186,Harrison Kohli,25,M,A3
5470,2187,Vedant Karan,63,M,A1
5471,2187,Darsh Bath,59,M,A2
5472,2187,Matthew Sarma,32,M,A3
5473,2187,Advik Hans,58,M,A4
5474,2188,Anmol Singh,55,M,A1
5475,2189,Veer Halder,63,M,A1
5476,2189,Jatin Keer,29,M,A2
5477,2189,Kevin Buch,61,M,A3
5478,2190,Mohammed Chana,36,M,A1
5479,2191,Wridesh Pingle,54,M,A1
5480,2191,Abhimanyu Gill,45,M,A2
5481,2191,Ekaraj Bhandari,47,M,A3
5482,2192,Noah Gade,44,M,A1
5483,2192,Balendra Dubey,57,M,A2
5484,2192,Utkarsh Parmar,23,M,A3
5485,2193,Nachiket Ratta,52,M,A1
5486,2193,Ayaan Anne,40,M,A2
5487,2193,Wazir Pandya,18,M,A3
5488,2193,Anthony Chaudhary,52,M,A4
5489,2194,Aditya Shanker,35,M,A1
5490,2194,Gopal Mahal,43,M,A2
5491,2194,Dipta Ramanathan,64,F,A3
5492,2194,Shaurya Borah,48,M,A4
5493,2195,Chakradev Andra,39,M,A1
5494,2195,Avi Chauhan,23,M,A2
5495,2195,Gunbir Oza,24,M,A3
5496,2196,Udarsh Bains,39,M,A1
5497,2197,Nihal Rege,39,M,A1
5498,2197,Samar Hans,23,M,A2
5499,2197,Brijesh Rajagopalan,58,M,A3
5500,2198,Nachiket Cherian,27,M,A1
5501,2198,Karan Sarna,20,M,A2
5502,2198,Robert Balakrishnan,65,M,A3
5503,2198,Yug Ganesan,17,M,A4
5504,2199,Frado Bhatnagar,22,M,A1
5505,2199,Neel Srivastava,26,M,A2
5506,2199,Orinder Hegde,45,M,A3
5507,2200,Girish Narang,65,M,A1
5508,2201,Dev Loke,25,M,A1
5509,2201,Oscar Butala,39,M,A2
5510,2202,Sai Keer,65,M,A1
5511,2203,Gaurav Sheth,21,M,A1
5512,2203,Qadim Sachar,40,M,A2
5513,2203,Sanaya Sha,49,F,A3
5514,2203,Viraj Patil,61,M,A4
5515,2204,Amol Vasa,50,M,A1
5516,2204,Samar Sarin,55,M,A2
5517,2204,Ekbal Dani,36,M,A3
5518,2204,Janani Modi,53,F,A4
5519,2205,Ranbir Luthra,16,M,A1
5520,2206,David Behl,64,M,A1
5521,2206,Dalbir Chander,61,M,A2
5522,2207,Ekaraj Prashad,39,M,A1
5523,2208,David Agrawal,31,M,A1
5524,2208,Elijah Bedi,55,M,A2
5525,2208,Jagdish Nagy,33,M,A3
5526,2208,Wazir Virk,52,M,A4
5527,2209,Isaac Pal,21,M,A1
5528,2209,Raghav Ghose,20,M,A2
5529,2210,Jason Yohannan,32,M,A1
5530,2211,Timothy Randhawa,48,M,A1
5531,2211,Tejas Shah,35,M,A2
5532,2211,Rushil Dhillon,31,M,A3
5533,2211,Aarnav Buch,17,M,A4
5534,2212,Fiyaz Raval,27,M,A1
5535,2212,Champak Yohannan,21,M,A2
5536,2212,Nicholas Sarkar,30,M,A3
5537,2212,Raghav Khanna,41,M,A4
5538,2213,Jason Devi,29,M,A1
5539,2214,Tanveer Swaminathan,20,M,A1
5540,2214,Ryan Oak,36,M,A2
5541,2215,Arjun Bumb,32,M,A1
5542,2215,Hredhaan Dar,28,M,A2
5543,2215,Chaitanya Garde,30,M,A3
5544,2216,Ekta Shetty,31,F,A1
5545,2217,Gaurav Comar,31,M,A1
5546,2217,Wyatt Bhavsar,49,T,A2
5547,2218,Manbir Chandran,44,M,A1
5548,2218,Devansh Seshadri,37,M,A2
5549,2218,Isaac Mallick,18,M,A3
5550,2218,Oliver Yohannan,16,M,A4
5551,2219,Jason Nagarajan,44,M,A1
5552,2219,Tejas Goyal,60,M,A2
5553,2220,Ekaraj Rajagopal,59,M,A1
5554,2221,Ekaraj Kurian,60,M,A1
5555,2221,Simon Puri,40,M,A2
5556,2222,Abhiram Sen,36,M,A1
5557,2223,Ekaja Rajan,22,F,A1
5558,2224,Harsh Kade,18,M,A1
5559,2224,Gagan Divan,53,M,A2
5560,2224,Aayush Goyal,51,M,A3
5561,2224,Warinder Bhakta,48,M,A4
5562,2225,Advaith Hayre,26,M,A1
5563,2225,Luke Bhatti,35,M,A2
5564,2226,Krisha Kothari,64,F,A1
5565,2226,Daksh Dutta,63,M,A2
5566,2226,Ikbal Jaggi,63,M,A3
5567,2227,Lavanya Oza,25,F,A1
5568,2227,Timothy Panchal,48,M,A2
5569,2227,Om Dugar,18,M,A3
5570,2228,Onkar Sarna,62,M,A1
5571,2228,Owen Bail,35,M,A2
5572,2229,Vedant Borra,31,M,A1
5573,2229,Ekavir Deol,25,M,A2
5574,2230,Umang Babu,50,M,A1
5575,2230,Jagat Cheema,65,M,A2
5576,2230,Mohammed Raman,35,M,A3
5577,2231,Madhav Karan,42,M,A1
5578,2231,Chakrika Narasimhan,23,F,A2
5579,2232,Janya Nayak,53,F,A1
5580,2232,Girindra Deol,40,M,A2
5581,2233,Pranit Baral,28,M,A1
5582,2233,Daniel Ghosh,28,M,A2
5583,2234,Zayyan Morar,56,M,A1
5584,2234,Rishi Mistry,60,M,A2
5585,2234,Azaan Koshy,28,M,A3
5586,2235,Ayush Ram,38,M,A1
5587,2235,Bahadurjit Jain,35,M,A2
5588,2235,Samarth Baral,40,M,A3
5589,2236,Akshay Rajagopalan,44,M,A1
5590,2236,Rudra Bhattacharyya,27,M,A2
5591,2236,Daksh Tailor,50,M,A3
5592,2236,Vrishti Dewan,25,F,A4
5593,2237,Xavier Gole,37,M,A1
5594,2237,Max Barad,59,M,A2
5595,2237,Thomas Taneja,20,M,A3
5596,2238,Wridesh Nigam,30,M,A1
5597,2238,Sathvik Ramachandran,29,M,A2
5598,2239,Ayaan Saxena,16,M,A1
5599,2240,Mason Dass,62,M,A1
5600,2240,Abhiram Uppal,58,M,A2
5601,2240,Chatura Ranganathan,18,M,A3
5602,2240,Harish Tara,62,M,A4
5603,2241,Jason Mitra,41,M,A1
5604,2241,Akshay Narayan,50,M,A2
5605,2241,Samaksh Thakkar,50,M,A3
5606,2242,Vedant Kapur,52,M,A1
5607,2242,Frederick Randhawa,59,M,A2
5608,2242,Nathan Rama,26,M,A3
5609,2242,Gaurang Zacharia,21,M,A4
5610,2243,Rachit Kibe,18,M,A1
5611,2244,Gunbir Ranganathan,43,M,A1
5612,2244,Aayush Babu,51,M,A2
5613,2244,Teerth Bahri,46,M,A3
5614,2245,Chatura Agate,47,M,A1
5615,2245,Chanakya Om,17,M,A2
5616,2246,Arin Singh,29,M,A1
5617,2246,Rudra Madan,56,M,A2
5618,2246,Ekbal Sengupta,38,M,A3
5619,2247,Sathvik Shah,37,M,A1
5620,2247,Dhruv Andra,32,M,A2
5621,2247,Jason Nath,53,M,A3
5622,2247,Balveer Pingle,55,M,A4
5623,2248,Farhan Keer,28,M,A1
5624,2248,Kalpit Goyal,36,M,A2
5625,2248,Vincent Mandal,44,M,A3
5626,2249,Nicholas Zachariah,64,M,A1
5627,2250,Nakul Swamy,47,M,A1
5628,2250,Upadhriti Nanda,58,F,A2
5629,2250,Manbir Sampath,59,M,A3
5630,2251,Ranbir Kakar,20,M,A1
5631,2251,Rudra Balan,21,M,A2
5632,2251,George Vaidya,28,M,A3
5633,2252,Wyatt Mitter,61,M,A1
5634,2252,Yatin Date,53,M,A2
5635,2253,Isaiah Parekh,59,M,A1
5636,2253,Ekapad Thakkar,45,M,A2
5637,2253,Faris Kala,21,M,A3
5638,2254,Nachiket Hans,50,M,A1
5639,2254,Faqid Palla,64,M,A2
5640,2254,Anmol Apte,64,M,A3
5641,2255,Alexander Mann,63,M,A1
5642,2255,Sarthak Bath,34,M,A2
5643,2255,Gabriel Mutti,20,M,A3
5644,2255,Kalpit Purohit,22,M,A4
5645,2256,Aachal Sawhney,51,F,A1
5646,2257,Balhaar Saran,43,T,A1
5647,2257,Rehaan Bhavsar,52,M,A2
5648,2257,Daniel Dora,59,M,A3
5649,2258,Victor Wable,22,M,A1
5650,2259,Teerth Gour,25,M,A1
5651,2259,Siddharth Rau,25,M,A2
5652,2259,Krish Dey,22,M,A3
5653,2259,Jagat Kari,62,M,A4
5654,2260,Max Muni,32,M,A1
5655,2261,Bakhshi Chand,62,M,A1
5656,2261,Nathan Mittal,53,M,A2
5657,2261,Veer Bhavsar,60,M,A3
5658,2262,Thomas Anne,26,M,A1
5659,2263,Kabir More,27,M,A1
5660,2263,Qabil Hans,63,M,A2
5661,2263,Darsh Kurian,16,M,A3
5662,2264,Balendra Kamdar,54,M,A1
5663,2264,Ishwar Dora,30,M,A2
5664,2265,Christopher Purohit,22,M,A1
5665,2265,Anmol Mitra,57,M,A2
5666,2265,Pranit Ramaswamy,34,M,A3
5667,2265,Abdul Bhardwaj,36,M,A4
5668,2266,Devansh Sankaran,30,M,A1
5669,2266,Viraj Rai,53,M,A2
5670,2266,Balendra Sama,51,M,A3
5671,2266,Ayush Sandal,20,M,A4
5672,2267,Anay Behl,59,M,A1
5673,2267,Maanas Menon,16,M,A2
5674,2268,Charan Desai,28,M,A1
5675,2269,Warda Dey,28,F,A1
5676,2269,Fariq Wason,56,M,A2
5677,2269,Christopher Sami,65,M,A3
5678,2270,Lucky Soni,63,M,A1
5679,2270,Krishna Vohra,20,M,A2
5680,2270,Faras Mutti,20,M,A3
5681,2271,Yug Mital,33,M,A1
5682,2271,Chatura Kanda,63,M,A2
5683,2272,Zaid Pandey,16,M,A1
5684,2273,Isaac Kumer,64,M,A1
5685,2273,Girik Johal,31,M,A2
5686,2274,Zayan Suresh,27,M,A1
5687,2274,Rushil Krishnan,64,M,A2
5688,2274,Theodore Padmanabhan,58,M,A3
5689,2275,Ekansh Gopal,65,M,A1
5690,2275,Vedant Ray,38,M,A2
5691,2275,Warinder Deshpande,23,M,A3
5692,2275,Wahab Savant,41,M,A4
5693,2276,Balhaar Gupta,61,M,A1
5694,2276,Ojasvi Mallick,38,F,A2
5695,2277,Ijaya Sampath,62,F,A1
5696,2277,Siddharth Dora,19,M,A2
5697,2278,Ikbal Saraf,34,M,A1
5698,2278,Tarak Divan,45,M,A2
5699,2278,Lakshit Lata,64,M,A3
5700,2278,Gavin Tara,43,M,A4
5701,2279,Nachiket Pant,54,M,A1
5702,2279,Yagnesh Ramakrishnan,56,M,A2
5703,2280,Naksh Bhavsar,17,M,A1
5704,2280,Luke Wadhwa,49,M,A2
5705,2280,Isha Kapadia,54,F,A3
5706,2281,Henry Sankar,44,M,A1
5707,2281,Bahadurjit Muni,40,M,A2
5708,2281,Yatin Comar,18,M,A3
5709,2282,Veer Tandon,17,M,A1
5710,2283,Kai Mahajan,51,M,A1
5711,2283,Qabil Ramaswamy,19,M,A2
5712,2283,Karan Barad,52,M,A3
5713,2284,Utkarsh More,36,M,A1
5714,2284,Lohit Chauhan,21,M,A2
5715,2284,Ranveer Krishnan,51,M,A3
5716,2285,Nicholas Koshy,48,M,A1
5717,2285,Ekansh Kant,55,M,A2
5718,2285,Ekansh Shere,34,M,A3
5719,2286,Xavier Halder,46,M,A1
5720,2286,Nicholas Sha,59,M,A2
5721,2286,Darpan Uppal,26,M,A3
5722,2287,Liam Nazareth,51,M,A1
5723,2287,Dhruv Saran,51,M,A2
5724,2287,Sai Bose,16,M,A3
5725,2287,Kabir Kapadia,29,M,A4
5726,2288,Orinder Gaba,58,M,A1
5727,2288,Vansha Chaudhry,16,F,A2
5728,2289,Peter Murthy,44,M,A1
5729,2289,Yatan Behl,38,M,A2
5730,2290,Sarthak Wadhwa,63,M,A1
5731,2290,Jagat Agrawal,48,M,A2
5732,2291,Sathvik Dayal,20,M,A1
5733,2291,Orinder Rege,35,M,A2
5734,2292,Jackson Raman,59,M,A1
5735,2293,Arjun Sethi,49,M,A1
5736,2293,Falak Dyal,62,F,A2
5737,2293,Brijesh Dutta,34,M,A3
5738,2293,Samesh Konda,37,M,A4
5739,2294,Advaith Ravi,16,M,A1
5740,2294,Gabriel Prakash,31,M,A2
5741,2294,Arin Sarraf,50,M,A3
5742,2295,Jonathan Yohannan,45,M,A1
5743,2296,Sarthak Tripathi,16,M,A1
5744,2296,Abdul Mallick,46,M,A2
5745,2297,Finn Venkataraman,32,M,A1
5746,2297,Ekansh Shenoy,62,M,A2
5747,2298,Ikbal Chowdhury,40,M,A1
5748,2298,Vincent Minhas,48,M,A2
5749,2298,Warda Wason,28,F,A3
5750,2299,Girindra Sridhar,32,M,A1
5751,2299,Fariq Madan,50,M,A2
5752,2300,Vihaan Palla,52,M,A1
5753,2300,Madhavi Bakshi,47,F,A2
5754,2300,Nihal Bhandari,17,M,A3
5755,2301,Aayush Pingle,58,M,A1
5756,2301,Chatura Sane,28,M,A2
5757,2302,Thomas Batta,34,M,A1
5758,2303,Karan Shukla,47,M,A1
5759,2303,Girish Madan,61,M,A2
5760,2304,Wyatt Kalita,30,M,A1
5761,2304,Manbir Pai,38,M,A2
5762,2305,Jacob Dhawan,63,M,A1
5763,2305,Bachittar Srinivasan,34,M,A2
5764,2305,Andrew Grover,17,M,A3
5765,2306,Darpan Loyal,19,M,A1
5766,2306,Hredhaan Jain,34,M,A2
5767,2306,Wriddhish Shankar,45,M,A3
5768,2307,Jatin Kakar,38,M,A1
5769,2307,Timothy Kata,27,M,A2
5770,2307,Lohit Om,30,M,A3
5771,2307,Anamika Rout,47,F,A4
5772,2308,Champak Kadakia,20,M,A1
5773,2308,Jack Cheema,33,M,A2
5774,2308,Samar Tata,28,M,A3
5775,2309,Logan Seth,45,M,A1
5776,2310,Jeet Kohli,24,M,A1
5777,2310,Ranbir Raghavan,49,M,A2
5778,2311,Fiyaz Uppal,30,M,A1
5779,2312,Gautam Sekhon,33,M,A1
5780,2312,Ryan Sodhi,24,M,A2
5781,2313,Vedant Sunder,17,M,A1
5782,2314,Amol Walia,64,M,A1
5783,2315,Gautam Tiwari,36,M,A1
5784,2316,Ayushman Seshadri,54,M,A1
5785,2317,Anjali Dey,24,F,A1
5786,2317,Tarak Zacharia,24,M,A2
5787,2317,Avi Lad,51,M,A3
5788,2318,Jack Ram,48,M,A1
5789,2319,Ekavir Bahl,18,M,A1
5790,2319,Orinder Mistry,53,M,A2
5791,2319,Balendra De,27,M,A3
5792,2320,Kabir Chand,57,M,A1
5793,2320,Gavin Yadav,42,M,A2
5794,2321,Udant Gulati,64,M,A1
5795,2321,Kalpit Dara,22,M,A2
5796,2321,Falan Sagar,33,M,A3
5797,2322,Charles Dalal,41,M,A1
5798,2322,Zayyan Bhakta,17,M,A2
5799,2322,Aarush Golla,32,M,A3
5800,2322,Chakradhar Naik,65,M,A4
5801,2323,Chandresh Arya,65,M,A1
5802,2323,Bakhshi Dugal,26,M,A2
5803,2324,Faras Bhatia,42,M,A1
5804,2324,Manthan Kashyap,44,M,A2
5805,2325,Warjas Kapur,32,M,A1
5806,2325,Avi Rout,47,M,A2
5807,2326,Warinder Dhingra,23,M,A1
5808,2326,Girindra Venkatesh,50,M,A2
5809,2326,Charan Saha,25,M,A3
5810,2326,Mitesh Pathak,16,M,A4
5811,2327,Gunbir Gopal,40,M,A1
5812,2327,Oscar Mani,21,M,A2
5813,2328,Pranit Kara,27,M,A1
5814,2328,Aadi Ratta,60,M,A2
5815,2329,Udyati Toor,39,F,A1
5816,2329,Naveen Lal,60,M,A2
5817,2329,Qabil Dugar,22,M,A3
5818,2330,Umang Sodhi,54,M,A1
5819,2330,Tejas De,47,M,A2
5820,2331,Girik Karan,49,M,A1
5821,2331,Samuel Srivastava,44,M,A2
5822,2331,Matthew Magar,33,M,A3
5823,2332,Baljiwan Sarraf,50,M,A1
5824,2332,Ekaraj Sethi,25,M,A2
5825,2332,Jairaj Bakshi,39,M,A3
5826,2333,Ronith Rajagopalan,20,M,A1
5827,2333,Jonathan Ahluwalia,17,M,A2
5828,2334,Chandran Venkataraman,49,M,A1
5829,2335,Vincent Sandhu,22,M,A1
5830,2335,Qadim Halder,33,M,A2
5831,2335,Raghav Bajwa,20,M,A3
5832,2336,Caleb Dhingra,61,M,A1
5833,2336,Avi Krishnamurthy,54,M,A2
5834,2336,Rayaan Parmer,47,M,A3
5835,2336,Akshay Palan,26,M,A4
5836,2337,Gagan Gour,24,M,A1
5837,2337,Utkarsh Dash,53,M,A2
5838,2337,Girindra Varty,46,M,A3
5839,2337,Maanav Khatri,59,M,A4
5840,2338,Charan Bhasin,34,M,A1
5841,2338,Nathan Virk,49,M,A2
5842,2338,Ranveer Bhasin,17,M,A3
5843,2339,Andrew Bal,31,M,A1
5844,2340,Nakul Bhakta,36,M,A1
5845,2340,Utkarsh Nayar,42,M,A2
5846,2341,Gaurika Borah,25,F,A1
5847,2341,Zehaan Andra,47,M,A2
5848,2342,Samarth Tak,57,M,A1
5849,2342,Max Tella,48,M,A2
5850,2343,Harish Apte,40,M,A1
5851,2344,Ryan Jain,62,M,A1
5852,2344,Yashasvi Magar,48,F,A2
5853,2344,Simon Khurana,58,M,A3
5854,2345,Tejas Bumb,31,M,A1
5855,2346,Jagat Nadig,56,M,A1
5856,2346,Teerth Patla,27,M,A2
5857,2346,Finn Shroff,44,M,A3
5858,2346,Yatin Chowdhury,47,M,A4
5859,2347,Dakshesh Modi,16,M,A1
5860,2347,Ranveer Goyal,45,M,A2
5861,2347,Andrew Dugar,61,M,A3
5862,2347,Yash Bhardwaj,52,M,A4
5863,2348,Samar Boase,34,M,A1
5864,2349,Vihaan Sule,25,M,A1
5865,2349,Samar Mallick,60,M,A2
5866,2349,David Lall,27,M,A3
5867,2350,Atharv Kumer,60,M,A1
5868,2351,Forum Kapadia,22,F,A1
5869,2352,Harish Dhillon,45,M,A1
5870,2352,Alexander Ganesh,62,M,A2
5871,2353,Aarnav Bora,60,M,A1
5872,2353,Manthan Sunder,63,M,A2
5873,2354,Ansh Saraf,53,M,A1
5874,2355,Jason Yohannan,56,M,A1
5875,2355,Rishi Subramanian,32,M,A2
5876,2356,Bahadurjit Sankar,56,M,A1
5877,2356,Henry Sawhney,57,M,A2
5878,2356,Veer Bakshi,41,M,A3
5879,2356,Gabriel Srivastava,23,M,A4
5880,2357,Brijesh Mishra,61,M,A1
5881,2357,Jagat Savant,22,M,A2
5882,2357,Aadi Oza,32,M,A3
5883,2357,Abhimanyu Handa,25,M,A4
5884,2358,Raghav Bansal,50,M,A1
5885,2358,Manan Sanghvi,48,M,A2
5886,2359,Daksh Palla,24,M,A1
5887,2359,Benjamin Zacharia,25,M,A2
5888,2359,Yagnesh Ben,58,M,A3
5889,2359,Fariq Gara,53,M,A4
5890,2360,Zayyan Bhatt,22,M,A1
5891,2361,Raghav Barad,54,M,A1
5892,2362,Gunbir Sen,60,M,A1
5893,2363,Orinder Pingle,55,M,A1
5894,2363,Rudra Sarin,59,M,A2
5895,2363,Max Badami,18,M,A3
5896,2364,Dhruv Taneja,32,M,A1
5897,2364,Zehaan Mahal,33,M,A2
5898,2365,Yash Sastry,59,M,A1
5899,2365,Max Seth,49,M,A2
5900,2365,Frederick Shetty,61,M,A3
5901,2365,Benjamin Dora,49,M,A4
5902,2366,Riya Sheth,50,F,A1
5903,2366,Nakul Sule,49,M,A2
5904,2366,Harshil Korpal,49,M,A3
5905,2366,Darpan Bora,29,M,A4
